file,dcom,lcom
\jfreechart-master\src/test/java/org/jfree/chart/text/format/LogFormatTest.java,0.4854369,53
\jfreechart-master\src/test/java/org/jfree/chart/text/format/RelativeDateFormatTest.java,0.33507854,127
\jfreechart-master\src/test/java/org/jfree/chart/TimeSeriesChartTest.java,0.4509804,84
\jfreechart-master\src/test/java/org/jfree/chart/title/CompositeTitleTest.java,0.40714285,83
\jfreechart-master\src/test/java/org/jfree/chart/title/DateTitleTest.java,0.47619048,55
\jfreechart-master\src/test/java/org/jfree/chart/title/ImageTitleTest.java,0.94957983,6
\jfreechart-master\src/test/java/org/jfree/chart/title/ShortTextTitleTest.java,0.5555556,40
\jfreechart-master\src/test/java/org/jfree/chart/title/TextTitleTest.java,0.40875912,81
\jfreechart-master\src/test/java/org/jfree/chart/title/TitleTest.java,0.53571427,39
\jfreechart-master\src/test/java/org/jfree/chart/urls/CustomCategoryURLGeneratorTest.java,0.4125874,84
\jfreechart-master\src/test/java/org/jfree/chart/urls/CustomPieURLGeneratorTest.java,0.5048544,51
\jfreechart-master\src/test/java/org/jfree/chart/urls/CustomXYURLGeneratorTest.java,0.4125874,84
\jfreechart-master\src/test/java/org/jfree/chart/urls/StandardCategoryURLGeneratorTest.java,0.4811321,55
\jfreechart-master\src/test/java/org/jfree/chart/urls/StandardPieURLGeneratorTest.java,0.46363637,59
\jfreechart-master\src/test/java/org/jfree/chart/urls/StandardXYURLGeneratorTest.java,0.703125,19
\jfreechart-master\src/test/java/org/jfree/chart/urls/TimeSeriesURLGeneratorTest.java,0.43965518,65
\jfreechart-master\src/test/java/org/jfree/chart/WaterfallChartTest.java,0.472,66
\jfreechart-master\src/test/java/org/jfree/chart/XYAreaChartTest.java,0.45394737,83
\jfreechart-master\src/test/java/org/jfree/chart/XYBarChartTest.java,0.44230768,87
\jfreechart-master\src/test/java/org/jfree/chart/XYLineChartTest.java,0.4509804,84
\jfreechart-master\src/test/java/org/jfree/chart/XYStepAreaChartTest.java,0.45394737,83
\jfreechart-master\src/test/java/org/jfree/chart/XYStepChartTest.java,0.43292683,93
\jfreechart-master\src/test/java/org/jfree/data/category/CategoryToPieDatasetTest.java,0.5714286,84
\jfreechart-master\src/test/java/org/jfree/data/category/DefaultCategoryDatasetTest.java,0.2835821,240
\jfreechart-master\src/test/java/org/jfree/data/category/DefaultIntervalCategoryDatasetTest.java,0.27272728,304
\jfreechart-master\src/test/java/org/jfree/data/category/SlidingCategoryDatasetTest.java,0.28333333,172
\jfreechart-master\src/test/java/org/jfree/data/ComparableObjectItemTest.java,0.53846157,54
\jfreechart-master\src/test/java/org/jfree/data/ComparableObjectSeriesTest.java,0.4347826,104
\jfreechart-master\src/test/java/org/jfree/data/DatasetChangeConfirmation.java,0.7916667,10
\jfreechart-master\src/test/java/org/jfree/data/DataUtilsTest.java,0.2769953,154
\jfreechart-master\src/test/java/org/jfree/data/DefaultKeyedValues2DTest.java,0.2881356,210
\jfreechart-master\src/test/java/org/jfree/data/DefaultKeyedValuesTest.java,0.36682242,271
\jfreechart-master\src/test/java/org/jfree/data/DefaultKeyedValueTest.java,0.4871795,60
\jfreechart-master\src/test/java/org/jfree/data/DomainOrderTest.java,0.56626505,36
\jfreechart-master\src/test/java/org/jfree/data/flow/DefaultFlowDatasetTest.java,0.5086207,57
\jfreechart-master\src/test/java/org/jfree/data/flow/FlowKeyTest.java,0.5731707,35
\jfreechart-master\src/test/java/org/jfree/data/flow/NodeKeyTest.java,0.5833333,35
\jfreechart-master\src/test/java/org/jfree/data/function/LineFunction2DTest.java,0.5862069,36
\jfreechart-master\src/test/java/org/jfree/data/function/NormalDistributionFunction2DTest.java,0.5483871,42
\jfreechart-master\src/test/java/org/jfree/data/function/PolynomialFunction2DTest.java,0.48360655,63
\jfreechart-master\src/test/java/org/jfree/data/function/PowerFunction2DTest.java,0.59302324,35
\jfreechart-master\src/test/java/org/jfree/data/gantt/SlidingGanttCategoryDatasetTest.java,0.325,108
\jfreechart-master\src/test/java/org/jfree/data/gantt/TaskSeriesCollectionTest.java,0.2770035,415
\jfreechart-master\src/test/java/org/jfree/data/gantt/TaskSeriesTest.java,0.4722222,57
\jfreechart-master\src/test/java/org/jfree/data/gantt/TaskTest.java,0.45454547,60
\jfreechart-master\src/test/java/org/jfree/data/gantt/XYTaskDatasetTest.java,0.40495867,72
\jfreechart-master\src/test/java/org/jfree/data/general/DatasetUtilsTest.java,0.2207308,1045
\jfreechart-master\src/test/java/org/jfree/data/general/DefaultHeatMapDatasetTest.java,0.34545454,108
\jfreechart-master\src/test/java/org/jfree/data/general/DefaultKeyedValueDatasetTest.java,0.53608245,45
\jfreechart-master\src/test/java/org/jfree/data/general/DefaultKeyedValues2DDatasetTest.java,0.6216216,28
\jfreechart-master\src/test/java/org/jfree/data/general/DefaultKeyedValuesDatasetTest.java,0.6164383,28
\jfreechart-master\src/test/java/org/jfree/data/general/DefaultPieDatasetTest.java,0.3962264,96
\jfreechart-master\src/test/java/org/jfree/data/general/IntervalDataItem.java,0.66101694,20
\jfreechart-master\src/test/java/org/jfree/data/general/TestIntervalCategoryDataset.java,0.5552995,193
\jfreechart-master\src/test/java/org/jfree/data/general/TestIntervalXYZDataset.java,0.34586465,87
\jfreechart-master\src/test/java/org/jfree/data/KeyedObjects2DTest.java,0.24425288,263
\jfreechart-master\src/test/java/org/jfree/data/KeyedObjectsTest.java,0.28753993,223
\jfreechart-master\src/test/java/org/jfree/data/KeyedObjectTest.java,0.5046729,53
\jfreechart-master\src/test/java/org/jfree/data/KeyToGroupMapTest.java,0.41232228,124
\jfreechart-master\src/test/java/org/jfree/data/RangeTest.java,0.29,213
\jfreechart-master\src/test/java/org/jfree/data/RangeTypeTest.java,0.56626505,36
\jfreechart-master\src/test/java/org/jfree/data/statistics/BoxAndWhiskerCalculatorTest.java,0.36734694,93
\jfreechart-master\src/test/java/org/jfree/data/statistics/BoxAndWhiskerItemTest.java,0.64705884,24
\jfreechart-master\src/test/java/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDatasetTest.java,0.2892562,172
\jfreechart-master\src/test/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDatasetTest.java,0.37820512,97
\jfreechart-master\src/test/java/org/jfree/data/statistics/DefaultMultiValueCategoryDatasetTest.java,0.33027524,146
\jfreechart-master\src/test/java/org/jfree/data/statistics/DefaultStatisticalCategoryDatasetTest.java,0.33193278,159
\jfreechart-master\src/test/java/org/jfree/data/statistics/HistogramBinTest.java,0.5875,33
\jfreechart-master\src/test/java/org/jfree/data/statistics/HistogramDatasetTest.java,0.36199096,141
\jfreechart-master\src/test/java/org/jfree/data/statistics/MeanAndStandardDeviationTest.java,0.5949367,32
\jfreechart-master\src/test/java/org/jfree/data/statistics/RegressionTest.java,0.37089202,134
\jfreechart-master\src/test/java/org/jfree/data/statistics/SimpleHistogramBinTest.java,0.37762237,89
\jfreechart-master\src/test/java/org/jfree/data/statistics/SimpleHistogramDatasetTest.java,0.5,54
\jfreechart-master\src/test/java/org/jfree/data/statistics/StatisticsTest.java,0.25440806,296
\jfreechart-master\src/test/java/org/jfree/data/time/DateRangeTest.java,0.5425532,43
\jfreechart-master\src/test/java/org/jfree/data/time/DayTest.java,0.29411766,360
\jfreechart-master\src/test/java/org/jfree/data/time/FixedMillisecondTest.java,0.5862069,36
\jfreechart-master\src/test/java/org/jfree/data/time/HourTest.java,0.29157668,328
\jfreechart-master\src/test/java/org/jfree/data/time/MillisecondTest.java,0.26855895,335
\jfreechart-master\src/test/java/org/jfree/data/time/MinuteTest.java,0.2739726,318
\jfreechart-master\src/test/java/org/jfree/data/time/MonthTest.java,0.28761905,374
\jfreechart-master\src/test/java/org/jfree/data/time/MovingAverageTest.java,0.53932583,41
\jfreechart-master\src/test/java/org/jfree/data/time/ohlc/OHLCItemTest.java,0.46031746,68
\jfreechart-master\src/test/java/org/jfree/data/time/ohlc/OHLCSeriesCollectionTest.java,0.3906977,131
\jfreechart-master\src/test/java/org/jfree/data/time/ohlc/OHLCSeriesTest.java,0.3539823,146
\jfreechart-master\src/test/java/org/jfree/data/time/ohlc/OHLCTest.java,0.5102041,48
\jfreechart-master\src/test/java/org/jfree/data/time/QuarterTest.java,0.31318682,375
\jfreechart-master\src/test/java/org/jfree/data/time/SecondTest.java,0.26976743,314
\jfreechart-master\src/test/java/org/jfree/data/time/SimpleTimePeriodTest.java,0.39102563,95
\jfreechart-master\src/test/java/org/jfree/data/time/TimePeriodAnchorTest.java,0.7096774,18
\jfreechart-master\src/test/java/org/jfree/data/time/TimePeriodValuesCollectionTest.java,0.3806818,109
\jfreechart-master\src/test/java/org/jfree/data/time/TimePeriodValuesTest.java,0.35580525,172
\jfreechart-master\src/test/java/org/jfree/data/time/TimePeriodValueTest.java,0.5802469,34
\jfreechart-master\src/test/java/org/jfree/data/time/TimeSeriesCollectionTest.java,0.2682927,300
\jfreechart-master\src/test/java/org/jfree/data/time/TimeSeriesDataItemTest.java,0.62352943,32
\jfreechart-master\src/test/java/org/jfree/data/time/TimeSeriesTest.java,0.27363184,730
\jfreechart-master\src/test/java/org/jfree/data/time/TimeTableXYDatasetTest.java,0.4055944,85
\jfreechart-master\src/test/java/org/jfree/data/time/WeekTest.java,0.2801252,460
\jfreechart-master\src/test/java/org/jfree/data/time/YearTest.java,0.29462364,328
\jfreechart-master\src/test/java/org/jfree/data/xy/CategoryTableXYDatasetTest.java,0.37654322,101
\jfreechart-master\src/test/java/org/jfree/data/xy/DefaultHighLowDatasetTest.java,0.310559,111
\jfreechart-master\src/test/java/org/jfree/data/xy/DefaultIntervalXYDatasetTest.java,0.3553459,205
\jfreechart-master\src/test/java/org/jfree/data/xy/DefaultOHLCDatasetTest.java,0.42222223,78
\jfreechart-master\src/test/java/org/jfree/data/xy/DefaultTableXYDatasetTest.java,0.3508772,111
\jfreechart-master\src/test/java/org/jfree/data/xy/DefaultWindDatasetTest.java,0.5329341,78
\jfreechart-master\src/test/java/org/jfree/data/xy/DefaultXYDatasetTest.java,0.43589744,110
\jfreechart-master\src/test/java/org/jfree/data/xy/DefaultXYZDatasetTest.java,0.42288557,116
\jfreechart-master\src/test/java/org/jfree/data/xy/IntervalXYDelegateTest.java,0.4563107,56
\jfreechart-master\src/test/java/org/jfree/data/xy/MatrixSeriesCollectionTest.java,0.49514562,52
\jfreechart-master\src/test/java/org/jfree/data/xy/MatrixSeriesTest.java,0.3888889,88
\jfreechart-master\src/test/java/org/jfree/data/xy/OHLCDataItemTest.java,0.6351351,27
\jfreechart-master\src/test/java/org/jfree/data/xy/TableXYDatasetTest.java,0.40851063,139
\jfreechart-master\src/test/java/org/jfree/data/xy/VectorDataItemTest.java,0.4903846,53
\jfreechart-master\src/test/java/org/jfree/data/xy/VectorSeriesCollectionTest.java,0.4117647,80
\jfreechart-master\src/test/java/org/jfree/data/xy/VectorSeriesTest.java,0.3495935,160
\jfreechart-master\src/test/java/org/jfree/data/xy/VectorTest.java,0.5543478,41
\jfreechart-master\src/test/java/org/jfree/data/xy/XIntervalDataItemTest.java,0.5046729,53
\jfreechart-master\src/test/java/org/jfree/data/xy/XIntervalSeriesCollectionTest.java,0.4390244,92
\jfreechart-master\src/test/java/org/jfree/data/xy/XIntervalSeriesTest.java,0.3409091,174
\jfreechart-master\src/test/java/org/jfree/data/xy/XYBarDatasetTest.java,0.44915253,65
\jfreechart-master\src/test/java/org/jfree/data/xy/XYCoordinateTest.java,0.5543478,41
\jfreechart-master\src/test/java/org/jfree/data/xy/XYDataItemTest.java,0.5949367,32
\jfreechart-master\src/test/java/org/jfree/data/xy/XYIntervalDataItemTest.java,0.4516129,68
\jfreechart-master\src/test/java/org/jfree/data/xy/XYIntervalSeriesCollectionTest.java,0.44936708,87
\jfreechart-master\src/test/java/org/jfree/data/xy/XYIntervalSeriesTest.java,0.33984375,169
\jfreechart-master\src/test/java/org/jfree/data/xy/XYIntervalTest.java,0.5222222,43
\jfreechart-master\src/test/java/org/jfree/data/xy/XYSeriesCollectionTest.java,0.26442307,306
\jfreechart-master\src/test/java/org/jfree/data/xy/XYSeriesTest.java,0.23809524,512
\jfreechart-master\src/test/java/org/jfree/data/xy/YIntervalDataItemTest.java,0.52678573,53
\jfreechart-master\src/test/java/org/jfree/data/xy/YIntervalSeriesCollectionTest.java,0.46,81
\jfreechart-master\src/test/java/org/jfree/data/xy/YIntervalSeriesTest.java,0.34710744,158
\jfreechart-master\src/test/java/org/jfree/data/xy/YIntervalTest.java,0.5731707,35
\jfreechart-master\src/test/java/org/jfree/data/xy/YWithXIntervalTest.java,0.5731707,35
